0,637,189
0,541,216
0,468,493
0,471,490
0,474,445
0,477,514
0,480,577
0,313
0,475,483
0,196,486
0,489,664
0,492,697
0,682
0,616,495
0,498,364
0,487,501
0,504,367
0,507,310
0,510,358
0,513,715
0,516,586
0,519,640
0,522,502
0,219,472
0,525,565
0,280,528
0,531,508
0,268
0,550,534
0,595,537
0,540,571
0,307,543
0,546,412
0,549,646
0,222,259
0,712,552
0,555,583
0,558,265
0,561,517
0,622,564
0,567,391
0,570
0,573,301
0,400,576
0,579,334
0,225,403
0,553,582
0,382,585
0,588,286
0,523,591
0,594,448
0,597,544
0,600,253
0,214,603
0,606,652
0,559,609
0,228,298
0,292,612
0,615,466
0,618,226
0,601,621
0,424,624
0,436,627
0,361,630
0,505,633
0,304,636
0,639,208
0,205,231
0,642,235
0,645,355
0,648,658
0,592,651
0,654,463
0,657,406
0,660,331
0,663,529
0,666,217
0,220,669
0,655
0,232
0,721,672
0,238,675
0,678
0,681,709
0,190,684
0,703,687
0,690,469
0,439
0,693,661
0,271,234
0,696,370
0,699,574
0,325,702
0,451,705
0,319,708
0,711,547
0,714,256
0,229,717
0,720,346
0,250,237
0,634,192
0,667,240
0,337,243
0,246,454
0,385,249
0,252,580
0,255,691
0,258,520
0,261,409
0,496,264
0,679,267
0,604,195
0,562,270
0,273,607
0,276
0,373,279
0,421
0,282,199
0,274,285
0,288,694
0,291,538
0,193,294
0,322,198
0,262,297
0,481,300
0,303,415
0,306,535
0,625,309
0,211,312
0,315,418
0,318,526
0,628,321
0,324,457
0,223,201
0,327,598
0,330,613
0,295,333
0,336,556
0,339,376
0,316,342
0,676,345
0
0,348,460
0,349,351
0,706,204
0,354,499
0,357,394
0,360
0,363
0,688,366
0,369,430
0,372,610
0,718,375
0,378,343
0,381,532
0,207,277
0,384,244
0,387,484
0,390,700
0,393,442
0,670,396
0,352
0,399
0,402
0,379,405
0,511,408
0,210,568
0,649,411
0,414,589
0,478,417
0,388,420
0,202,423
0,685,426
0,631,429
0,432,247
0,673,435
0,438
0,213,289
0,441,433
0,241,444
0,328,447
0,450
0,619,453
0,397
0,643,456
0,340,459
0,283,462
0,427,465
2,189
2,190
2
2,192
2,193
2
2,195
2,196
2
2,198
2,199
2
2,201
2,202
2
2,204
2,205
2
2,207
2,208
2
2,210
2,211
2
2,213
2,214
2
2,216
2,217
2
2,219
2,220
2
2,222
2,223
2
2,225
2,226
2
2,228
2,229
2
2,231
2,232
2
2,234
2,235
2
2,237
2,238
2
2,240
2,241
2
2,243
2,244
2
2,246
2,247
2
2,249
2,250
2
2,252
2,253
2
2,255
2,256
2
2,258
2,259
2
2,261
2,262
2
2,264
2,265
2
2,267
2,268
2
2,270
2,271
2
2,273
2,274
2
2,276
2,277
2
2,279
2,280
2
2,282
2,283
2
2,285
2,286
2
2,288
2,289
2
2,291
2,292
2
2,294
2,295
2
2,297
2,298
2
2,300
2,301
2
2,303
2,304
2
2,306
2,307
2
2,309
2,310
2
2,312
2,313
2
2,315
2,316
2
2,318
2,319
2
2,321
2,322
2
2,324
2,325
2
2,327
2,328
2
2,330
2,331
2
2,333
2,334
2
2,336
2,337
2
2,339
2,340
2
2,342
2,343
2
2,345
2,346
2
2,348
2,349
2
2,351
2,352
2
2,354
2,355
2
2,357
2,358
2
2,360
2,361
2
2,363
2,364
2
2,366
2,367
2
2,369
2,370
2
2,372
2,373
2
2,375
2,376
2
2,378
2,379
2
2,381
2,382
2
2,384
2,385
2
2,387
2,388
2
2,390
2,391
2
2,393
2,394
2
2,396
2,397
2
2,399
2,400
2
2,402
2,403
2
2,405
2,406
2
2,408
2,409
2
2,411
2,412
2
2,414
2,415
2
2,417
2,418
2
2,420
2,421
2
2,423
2,424
2
2,426
2,427
2
2,429
2,430
2
2,432
2,433
2
2,435
2,436
2
2,438
2,439
2
2,441
2,442
2
2,444
2,445
2
2,447
2,448
2
2,450
2,451
2
2,453
2,454
2
2,456
2,457
2
2,459
2,460
2
2,462
2,463
2
2,465
2,466
2
2,468
2,469
2
2,471
2,472
2
2,474
2,475
2
2,477
2,478
2
2,480
2,481
2
2,483
2,484
2
2,486
2,487
2
2,489
2,490
2
2,492
2,493
2
2,495
2,496
2
2,498
2,499
2
2,501
2,502
2
2,504
2,505
2
2,507
2,508
2
2,510
2,511
2
2,513
2,514
2
2,516
2,517
2
2,519
2,520
2
2,522
2,523
2
2,525
2,526
2
2,528
2,529
2
2,531
2,532
2
2,534
2,535
2
2,537
2,538
2
2,540
2,541
2
2,543
2,544
2
2,546
2,547
2
2,549
2,550
2
2,552
2,553
2
2,555
2,556
2
2,558
2,559
2
2,561
2,562
2
2,564
2,565
2
2,567
2,568
2
2,570
2,571
2
2,573
2,574
2
2,576
2,577
2
2,579
2,580
2
2,582
2,583
2
2,585
2,586
2
2,588
2,589
2
2,591
2,592
2
2,594
2,595
2
2,597
2,598
2
2,600
2,601
2
2,603
2,604
2
2,606
2,607
2
2,609
2,610
2
2,612
2,613
2
2,615
2,616
2
2,618
2,619
2
2,621
2,622
2
2,624
2,625
2
2,627
2,628
2
2,630
2,631
2
2,633
2,634
2
2,636
2,637
2
2,639
2,640
2
2,642
2,643
2
2,645
2,646
2
2,648
2,649
2
2,651
2,652
2
2,654
2,655
2
2,657
2,658
2
2,660
2,661
2
2,663
2,664
2
2,666
2,667
2
2,669
2,670
2
2,672
2,673
2
2,675
2,676
2
2,678
2,679
2
2,681
2,682
2
2,684
2,685
2
2,687
2,688
2
2,690
2,691
2
2,693
2,694
2
2,696
2,697
2
2,699
2,700
2
2,702
2,703
2
2,705
2,706
2
2,708
2,709
2
2,711
2,712
2
2,714
2,715
2
2,717
2,718
2
2,720
2,721
2
3,771,733,768,774,735
3,734,732,750,736,722,751,752,749
3,738,778,781,784
3,753,754,756,737,755,724
3,787,796,789,742
3,740,793,790
3,760,759,758,739,741,727,757,726,761
3,803,744,798,807,747
3,804,745,800
3,748,743,746,764,765,762,729,766,763,730
4,733
4
4,735
4
4
4,738
4
4,740
4
4,742
4
4,744
4,745
4
4,747
4
4
5,767
5,769
5,772
5,775
5,777
5,779
5,780
5,782
5,785
5,786
5,788
5,791
5,794
5,797
5,799
5,801
5,805
5,808
6,768
6
6,770
6,771
6
6,773
6,774
6
6,776
6
6,778
6
6
6,781
6
6,783
6,784
6
6
6,787
6
6,789
6,790
6
6,792
6,793
6
6,795
6,796
6
6,798
6
6,800
6
6,802
6,803
6,804
6
6,806
6,807
6
6,809
6
12,779,736,748,776,785,809
12,739,806,732,799,746,792,777,770,786
12,741,767,783,737,795,797
12,335,530,665,479,482,533,596,473,425,611,599,257,659,626,263,461,407,344,296,236,698,188,569,488,644,245,197,392,650,449,680,539,584,455,560,629,395,224,542,368,575,545,260,551,662,581,491,557,269,716,248,329,677,410,653,710,802,365,401,419,200,452,404,512,515,578,467,353,500,413,242,386,251,671,563,332,287,524,281,422,380,314,266,437,443,464,497,323,632,275,470,308,623,485,311,302,350,566,707,713,719,692,203,398,695,209,359,299,440,704,446,587,305,284,278,620,509,227,536,347,293,683,233,635,656,689,668,383,320,206,548,434,362,221,416,494,194,254,371,506,590,212,431,317,602,272,290,458,521,686,743,527,230,554,638,617,191,641,503,701,647,674,326,218,338,341,428,518,374,788,239,593,614,356,389,215,377,608,605,476,572
12,780,773,734
