0,268,165
0,601,192
0,433,441
0,444,355
0,447,604
0,571,450
0,466,453
0,247,456
0,181
0,457,459
0,462,580
0,406,465
0,598
0,472,468
0,471,496
0,474,484
0,166,477
0,480,526
0,483
0,568,486
0,538,489
0,492,295
0,495,169
0,195,610
0,498,175
0,501,238
0,504,442
0,507,358
0,271,510
0,307,513
0,516,616
0,519,613
0,522
0,514,525
0,198,229
0,550,528
0,531
0,534,625
0,537,292
0,540,400
0,543,394
0,535,546
0,517,549
0,190,552
0,555,502
0,313,201
0,558,256
0,561,385
0,564,361
0,595,567
0,570
0,202,573
0,576,382
0,579,388
0,582,208
0,367,585
0,328,204
0,588,451
0,196
0,532,591
0,594,322
0,523,597
0,600,220
0,603,286
0,606,439
0,609,607
0,415,612
0,298,207
0,280,615
0,618,529
0,621,184
0,172,624
0,589,627
0,210,469
0,213,316
0,216,436
0,505,168
0,403,219
0,222,346
0,310,225
0,228,553
0,301,231
0,234,352
0,237,427
0,250,240
0,243,508
0,337,246
0,586,171
0,481,249
0,252,370
0,255,283
0,226
0,211,258
0,261,241
0,264,349
0,267,592
0,223,270
0,273,544
0,174
0,274,276
0,199,279
0,445,282
0,556
0,412,285
0,577,288
0,291,565
0,487,294
0,397,297
0,300
0,235,177
0,303,331
0,306,418
0,574,309
0,628,312
0,315,277
0,499,318
0,321,334
0,214,324
0,430,327
0,330,262
0,180
0,333,490
0,475,336
0,559,339
0,342,364
0,345,463
0,348,493
0,351,622
0,187,354
0,460,357
0,360,193
0,183,343
0,363,547
0,366,424
0,369,511
0,289,372
0,375,259
0,378,448
0,381,178
0,325,384
0,387
0,520,390
0,391,186
0,319,393
0,232,396
0,399,373
0,402,340
0,253,405
0,541,408
0,411,217
0,414,244
0,619
0,417,205
0,189,265
0,376
0,478,420
0,304
0,454,423
0,426
0,429,562
0,379
0,583,432
0,421,435
0,438,409
2,165
2,166
2
2,168
2,169
2
2,171
2,172
2
2,174
2,175
2
2,177
2,178
2
2,180
2,181
2
2,183
2,184
2
2,186
2,187
2
2,189
2,190
2
2,192
2,193
2
2,195
2,196
2
2,198
2,199
2
2,201
2,202
2
2,204
2,205
2
2,207
2,208
2
2,210
2,211
2
2,213
2,214
2
2,216
2,217
2
2,219
2,220
2
2,222
2,223
2
2,225
2,226
2
2,228
2,229
2
2,231
2,232
2
2,234
2,235
2
2,237
2,238
2
2,240
2,241
2
2,243
2,244
2
2,246
2,247
2
2,249
2,250
2
2,252
2,253
2
2,255
2,256
2
2,258
2,259
2
2,261
2,262
2
2,264
2,265
2
2,267
2,268
2
2,270
2,271
2
2,273
2,274
2
2,276
2,277
2
2,279
2,280
2
2,282
2,283
2
2,285
2,286
2
2,288
2,289
2
2,291
2,292
2
2,294
2,295
2
2,297
2,298
2
2,300
2,301
2
2,303
2,304
2
2,306
2,307
2
2,309
2,310
2
2,312
2,313
2
2,315
2,316
2
2,318
2,319
2
2,321
2,322
2
2,324
2,325
2
2,327
2,328
2
2,330
2,331
2
2,333
2,334
2
2,336
2,337
2
2,339
2,340
2
2,342
2,343
2
2,345
2,346
2
2,348
2,349
2
2,351
2,352
2
2,354
2,355
2
2,357
2,358
2
2,360
2,361
2
2,363
2,364
2
2,366
2,367
2
2,369
2,370
2
2,372
2,373
2
2,375
2,376
2
2,378
2,379
2
2,381
2,382
2
2,384
2,385
2
2,387
2,388
2
2,390
2,391
2
2,393
2,394
2
2,396
2,397
2
2,399
2,400
2
2,402
2,403
2
2,405
2,406
2
2,408
2,409
2
2,411
2,412
2
2,414
2,415
2
2,417
2,418
2
2,420
2,421
2
2,423
2,424
2
2,426
2,427
2
2,429
2,430
2
2,432
2,433
2
2,435
2,436
2
2,438
2,439
2
2,441
2,442
2
2,444
2,445
2
2,447
2,448
2
2,450
2,451
2
2,453
2,454
2
2,456
2,457
2
2,459
2,460
2
2,462
2,463
2
2,465
2,466
2
2,468
2,469
2
2,471
2,472
2
2,474
2,475
2
2,477
2,478
2
2,480
2,481
2
2,483
2,484
2
2,486
2,487
2
2,489
2,490
2
2,492
2,493
2
2,495
2,496
2
2,498
2,499
2
2,501
2,502
2
2,504
2,505
2
2,507
2,508
2
2,510
2,511
2
2,513
2,514
2
2,516
2,517
2
2,519
2,520
2
2,522
2,523
2
2,525
2,526
2
2,528
2,529
2
2,531
2,532
2
2,534
2,535
2
2,537
2,538
2
2,540
2,541
2
2,543
2,544
2
2,546
2,547
2
2,549
2,550
2
2,552
2,553
2
2,555
2,556
2
2,558
2,559
2
2,561
2,562
2
2,564
2,565
2
2,567
2,568
2
2,570
2,571
2
2,573
2,574
2
2,576
2,577
2
2,579
2,580
2
2,582
2,583
2
2,585
2,586
2
2,588
2,589
2
2,591
2,592
2
2,594
2,595
2
2,597
2,598
2
2,600
2,601
2
2,603
2,604
2
2,606
2,607
2
2,609
2,610
2
2,612
2,613
2
2,615
2,616
2
2,618
2,619
2
2,621
2,622
2
2,624
2,625
2
2,627
2,628
2
3,675,681,678,640,642
3,641,657,639,643,659,658,629,656
3,645,691,688,685
3,660,661,644,663,662,631
3,696,694,703,649
3,647,697,700
3,666,646,664,665,634,667,648,633,668
3,710,651,714,705,654
3,652,711,707
3,671,637,653,655,650,672,669,673,636,670
4,640
4
4,642
4
4
4,645
4
4,647
4
4,649
4
4,651
4,652
4
4,654
4
4
5,674
5,676
5,679
5,682
5,684
5,686
5,687
5,689
5,692
5,693
5,695
5,698
5,701
5,704
5,706
5,708
5,712
5,715
6,675
6
6,677
6,678
6
6,680
6,681
6
6,683
6
6,685
6
6
6,688
6
6,690
6,691
6
6
6,694
6
6,696
6,697
6
6,699
6,700
6
6,702
6,703
6
6,705
6
6,707
6
6,709
6,710
6,711
6
6,713
6,714
6
6,716
6
12,716,643,692,655,683,686
12,699,713,706,653,639,677,684,646,693
12,702,648,674,690,644,704
