0
0
0
0
0
0,76,128,101,79
0,82,212,146,224,85,88
0,197,203,131,91,97,94
0,100,103,134,77,239,106
0,112,191,206,109,115,215
0,124,121,161,118,200,170
0,92,130,104,133,80,127
0,136,227,142,149,182,139
0,230,83,137,148,145,151
0,638,154,194
0,157,185
0,476,160,119,163,166,173
0,175,122,356,169,164,172
0,242,178
0,140,158,187,233,181,184
0,110,190,193,155
0,95,196,199,125
0,113,208,218,205,202,98
0,236,211,635,214,209,217,220,116,86
0,232,152,221,188,223,235,229,226,143,89
0,107,241,179,238
0,338,244
0,250,247,253,257,263,383
0,266,259,256,248
0,314,265,260,262,268,251,386,271
0,422,280,365,283,416,377,274,277
0,293,289,286,359
0,341,287,295,362,298,301,347,292
0,304,310,479,307,398,419
0,316,269,319,389,313,401,326,322
0,392,325,328,404,317,331,334,407
0,296,350,343,337,245,340
0,344,346,349,352,368,299
0,290,361,355,176,302,358
0,373,364,425,367,275,410,353,370
0,428,379,278,376
0,329,385,394,382,391,413,320,254,272,388
0,323,403,400,397,332,305
0,412,395,406,335,371,409
0,415,281
0,418,308
0,427,421,424,380,284,374
0,539,433,430,437
0,436,632,451,445,448,442,431,551,566,455,542,439,497
0,617,463,460,440,509,554,457,454
0,466,620
0,472,469,500,482
0,569,490,167,478,481,484,623,475,311,503,487,470
0,493,545
0,496,499,473,572,485,502,505,443
0,511,508,629,611,458
0,517,578,514,520,526,557,599,590,530,523
0,535,532,602,529,515,548
0,446,544,541,494,538,434
0,533,547
0,553,581,461,559,550,562,518,575,449,556
0,488,571,560,574,565,568,506,452
0,583,614,605,521,586,577,580,563
0,592,524,595,626,608,589
0,536,598,593,604,584,601,527,607
0,613,610,512,587
0,619,467,616,464
0,491,625,622,596
0,628
0,631
0,634
0,637
0
0
1,774
1,76
1,77
1,784
1,79
1,80
1,775
1,82
1,83
1,775
1,85
1,86
1,784
1,88
1,89
1,785
1,91
1,92
1,786
1,94
1,95
1,782
1,97
1,98
1,779
1,100
1,101
1,784
1,103
1,104
1,791
1,106
1,107
1,786
1,109
1,110
1,790
1,112
1,113
1,787
1,115
1,116
1,790
1,118
1,119
1,778
1,121
1,122
1,789
1,124
1,125
1,789
1,127
1,128
1,775
1,130
1,131
1,786
1,133
1,134
1,791
1,136
1,137
1,788
1,139
1,140
1,784
1,142
1,143
1,785
1,145
1,146
1,775
1,148
1,149
1,788
1,151
1,152
1,782
1,154
1,155
1,790
1,157
1,158
1,789
1,160
1,161
1,778
1,163
1,164
1,778
1,166
1,167
1,795
1,169
1,170
1,789
1,172
1,173
1,778
1,175
1,176
1,793
1,178
1,179
1,786
1,181
1,182
1,784
1,184
1,185
1,789
1,187
1,188
1,781
1,190
1,191
1,790
1,193
1,194
1,790
1,196
1,197
1,782
1,199
1,200
1,789
1,202
1,203
1,779
1,205
1,206
1,787
1,208
1,209
1,788
1,211
1,212
1,784
1,214
1,215
1,790
1,217
1,218
1,788
1,220
1,221
1,788
1,223
1,224
1,785
1,226
1,227
1,785
1,229
1,230
1,782
1,232
1,233
1,781
1,235
1,236
1,788
1,238
1,239
1,786
1,241
1,242
1,786
1,244
1,245
1,783
1,247
1,248
1,777
1,250
1,251
1,777
1,253
1,254
1,790
1,256
1,257
1,777
1,259
1,260
1,780
1,262
1,263
1,777
1,265
1,266
1,780
1,268
1,269
1,790
1,271
1,272
1,785
1,274
1,275
1,785
1,277
1,278
1,788
1,280
1,281
1,784
1,283
1,284
1,779
1,286
1,287
1,778
1,289
