0,295
0,322
0,592
0,595
0,598
0,601
0,604
0,607
0,610
0,613
0,616
0,619
0,325
0,622
0,625
0,628
0,631
0,634
0,637
0,640
0,643
0,646
0,649
0,328
0,652
0,655
0,658
0,661
0,664
0,667
0,670
0,673
0,676
0,679
0,331
0,682
0,685
0,688
0,691
0,694
0,697
0,700
0,703
0,706
0,709
0,334
0,712
0,715
0,718
0,721
0,724
0,727
0,730
0,733
0,736
0,739
0,337
0,742
0,745
0,748
0,751
0,754
0,757
0,760
0,763
0,766
0,769
0,340
0,772
0,775
0,778
0,781
0,784
0,787
0,790
0,793
0,796
0,799
0,343
0,802
0,805
0,808
0,811
0,814
0,817
0,820
0,823
0,826
0,829
0,346
0,832
0,835
0,838
0,841
0,844
0,847
0,850
0,853
0,856
0,859
0,349
0,862
0,865
0,868
0,871
0,874
0,877
0,880
0,883
0,886
0,889
0,298
0,352
0,892
0,895
0,898
0,901
0,904
0,907
0,910
0,913
0,916
0,919
0,355
0,922
0,925
0,928
0,931
0,934
0,937
0,940
0,943
0,946
0,949
0,358
0,952
0,955
0,958
0,961
0,964
0,967
0,970
0,973
0,976
0,979
0,361
0,982
0,985
0,988
0,991
0,994
0,997
0,1000
0,1003
0,1006
0,1009
0,364
0,1012
0,1015
0,1018
0,1021
0,1024
0,1027
0,1030
0,1033
0,1036
0,1039
0,367
0,1042
0,1045
0,1048
0,1051
0,1054
0,1057
0,1060
0,1063
0,1066
0,1069
0,370
0,1072
0,1075
0,1078
0,1081
0,1084
0,1087
0,1090
0,1093
0,1096
0,1099
0,373
0,1102
0,1105
0,1108
0,1111
0,1114
0,1117
0,1120
0,1123
0,1126
0,1129
0,376
0,1132
0,1135
0,1138
0,1141
0,1144
0,1147
0,1150
0,1153
0,1156
0,1159
0,379
0,1162
0,301
0,382
0,385
0,388
0,391
0,394
0,397
0,400
0,403
0,406
0,409
0,304
0,412
0,415
0,418
0,421
0,424
0,427
0,430
0,433
0,436
0,439
0,307
0,442
0,445
0,448
0,451
0,454
0,457
0,460
0,463
0,466
0,469
0,310
0,472
0,475
0,478
0,481
0,484
0,487
0,490
0,493
0,496
0,499
0,313
0,502
0,505
0,508
0,511
0,514
0,517
0,520
0,523
0,526
0,529
0,316
0,532
0,535
0,538
0,541
0,544
0,547
0,550
0,553
0,556
0,559
0,319
0,562
0,565
0,568
0,571
0,574
0,577
0,580
0,583
0,586
0,589
0
0
0
0,308,773,968,1085,686,698,1148,569,611,359,854,848,821,482,680,491,719,581,734,545,413,554,1031,755,716,626,1028,386,620,779,344,650,803,941,500,449,443,965,329,602,392,311,572,1037,596,431,665,866,1052,902,809,446,707,1034,788,296,794,1151,881,656,461,914,944,605,617,806,758,674,737,1127,590,437,509,563,1025,752,695,725,818,812,623,614,875,1049,485,1007,935,824,1118,635,971,890,560,407,995,365,872,521,911,701,836,1094,497,992,332,878,884,797,1058,326,746,947,977,908,452,959,1010,1109,770,1163,314,440,740,305,638,1115,932,692,653,368,767,1088,1016,1070,395,503,488,659,791,629,383,584,476,1067,524,713,1082,299,986,998,800,938,710,323,1103,536,1001,1040,506,731,869,338,1013,689,782,416,1076,974,893,455,662,956,1145,704,917,578,527,350,815,764,905,677,410,830,401,1091,644,863,953,1073,599,851,419,356,587,1154,479,899,950,929,1157,1112,923,857,1061,785,989,722,575,668,518,1046,1130,389,896,1004,839,302,962,1055,728,539,632,926,1124,362,827,434,776,887,425,593,980,557,551,1136,1106,335,608,473,398,860,647,341,833,533,1097,683,470,1139,641,1160,464,1079,542,371,566,377,920,458,1142,530,1121,1019,317,671,380,845,374,1064,404,353,347,494,1133,1022,761,467,320,428,842,422,1100,1043,512,749,983,548,515,743
2,295
2,296
2
2,298
2,299
2
2,301
2,302
2
2,304
2,305
2
2,307
2,308
2
2,310
2,311
2
2,313
2,314
2
2,316
2,317
2
2,319
2,320
2
2,322
2,323
2
2,325
2,326
2
2,328
2,329
2
2,331
2,332
2
2,334
2,335
2
2,337
2,338
2
2,340
2,341
2
2,343
2,344
2
2,346
2,347
2
2,349
2,350
2
2,352
2,353
2
2,355
2,356
2
2,358
2,359
2
2,361
2,362
2
2,364
2,365
2
2,367
2,368
2
2,370
2,371
2
2,373
2,374
2
2,376
2,377
2
2,379
2,380
2
2,382
2,383
2
2,385
2,386
2
2,388
2,389
2
2,391
2,392
2
2,394
2,395
2
2,397
2,398
2
2,400
2,401
2
2,403
2,404
2
2,406
2,407
2
